"Date","Coin ID","Open","High","Low","Close","Daily Change %","Opportunity Highlight","SMA Short","SMA Long","RSI","Interpretation Notes"
"2025-05-02","solana","150.05","151.18","148.08","148.08","-1.31","","148.71","149.45","47.38","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","145.61","147.9","145.61","147.73","1.46","","147.98","149.21","50.05","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","147.67","149.45","147.67","148.74","0.72","","147.92","149.3","52.13","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","148.71","149.92","148.19","149.91","0.81","","148","149.32","54.49","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","149.92","152.19","149.82","151.93","1.34","","148.17","149.37","58.31","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","151.85","153.32","151.12","152.11","0.17","","148.22","149.39","58.65","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-05-01","solana","152.02","152.72","150.51","150.63","-0.91","","148.16","149.37","54.77","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-30","solana","149.38","149.41","145.4","146.49","-1.93","","148.61","148.4","44.43","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-30","solana","146.44","147.76","145.43","147.72","0.87","","148.55","148.62","47.95","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-30","solana","147.92","147.95","146.33","146.46","-0.99","","148.41","148.82","44.82","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-30","solana","146.44","147.86","146.34","147.83","0.95","","148.44","148.99","48.74","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-30","solana","147.91","147.92","141.31","142.49","-3.66","","148.18","149.04","37.54","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-30","solana","142.33","145.65","141.77","145.59","2.29","","148.05","149.14","45.39","RSI Neutral; Trend Down (SMA20<SMA50)"
"2025-04-29","solana","148.19","148.25","147.04","147.99","-0.13","","149.31","147.25","48.17","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-29","solana","147.84","148.82","147.42","147.61","-0.16","","149.12","147.46","47.24","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-29","solana","147.44","148.8","145.9","148.8","0.92","","149.01","147.69","50.48","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-29","solana","148.88","149.31","148.03","149.04","0.11","","148.9","147.88","51.13","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-29","solana","149.04","149.1","147.27","148.07","-0.65","","148.71","148.03","48.36","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-29","solana","148.06","149.89","148.06","149.4","0.91","","148.76","148.23","52.19","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","150.01","150.01","148.25","148.25","-1.17","","150.46","145.99","48.91","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","148.18","148.61","145.12","148.58","0.27","","150.3","146.19","50.03","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","148.68","151.31","148.68","151.11","1.63","","150.24","146.42","57.72","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","151.14","152.91","150.91","151.83","0.46","","150.25","146.64","59.63","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","151.76","151.76","145.89","146.03","-3.78","","149.84","146.77","42.88","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-28","solana","146.1","148.67","146","148.54","1.67","","149.56","147.02","49.49","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","149.09","149.57","148.69","149.15","0.04","","150.61","144.64","51.79","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","149.21","150.04","146.92","147.3","-1.28","","150.47","144.91","46.15","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","147.43","147.73","145.97","147.59","0.11","","150.3","145.18","47.12","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","147.52","148.59","147.5","148.32","0.54","","150.31","145.37","49.59","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","148.16","149.62","147.48","149.09","0.63","","150.4","145.58","52.13","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-27","solana","149.09","150.04","148.52","150","0.61","","150.53","145.8","55.01","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","151.41","152.33","150.48","150.92","-0.32","","150.46","142.73","59.01","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","150.94","152.88","150.94","151.43","0.32","","150.82","143.1","60.25","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","151.42","152.11","150.38","151.87","0.3","","150.97","143.45","61.33","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","151.7","151.71","148.27","148.31","-2.23","","150.93","143.72","49.56","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","148.53","149.44","148.12","149.44","0.61","","150.85","144.01","52.67","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-26","solana","149.44","149.44","148.59","149.05","-0.26","","150.7","144.32","51.49","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-25","solana","151.64","152.57","150.57","152.33","0.46","","146.57","140.32","69.15","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-25","solana","152.38","153.77","151.04","151.74","-0.42","","147.32","140.7","66.95","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-25","solana","151.73","154.21","151.05","154.21","1.63","","148.21","141.16","71.09","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-25","solana","154.63","154.76","153.16","154.14","-0.32","","148.95","141.64","70.82","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-25","solana","154.39","155.46","152.95","152.95","-0.93","","149.59","142.02","66.2","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-25","solana","153.06","153.06","150.9","151.39","-1.09","","150.14","142.38","60.63","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-24","solana","150.08","151.69","150.03","151","0.61","","143.34","137.59","72.59","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-24","solana","151.14","151.15","148.2","148.2","-1.95","","143.9","138","62.6","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-24","solana","148.09","148.76","147.37","147.37","-0.49","","144.39","138.42","59.96","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-24","solana","147.27","147.53","146","147.23","-0.03","","144.77","138.84","59.5","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-24","solana","147.49","151.01","147.28","149.82","1.58","","145.24","139.33","64.82","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-24","solana","149.6","151.96","149.56","151.63","1.36","","145.86","139.84","67.99","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-23","solana","144.33","149.65","143.72","148.8","3.1","","139.68","135.19","75.37","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-23","solana","148.83","149.17","147.67","149.17","0.23","","140.21","135.55","75.82","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-23","solana","149.26","151.72","148.94","151.15","1.27","","140.78","135.99","78.14","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-23","solana","151.25","152.86","151.18","151.98","0.48","","141.34","136.42","79.05","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-23","solana","152.06","153.47","149.65","150.99","-0.7","","141.92","136.81","75.05","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-23","solana","151.32","152.11","149.31","149.95","-0.91","","142.6","137.17","70.98","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-22","solana","136.82","136.99","135.71","136.33","-0.36","","137.95","133.69","50.22","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-22","solana","136.4","139.4","135.93","139.35","2.16","","138.22","133.91","58.7","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-22","solana","139.31","140.25","138.73","140.1","0.57","","138.53","134.15","60.5","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-22","solana","140.13","140.46","139.17","140.46","0.24","","138.61","134.32","61.37","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-22","solana","140.4","145.14","140.25","144.48","2.91","","138.9","134.57","69.46","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-22","solana","145.46","145.91","144.16","144.29","-0.8","","139.18","134.79","68.72","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","137.06","138.05","136.63","137.63","0.42","","136.63","132.71","58.44","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","137.75","142.2","137.75","139.56","1.31","","136.95","132.88","63.29","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","139.43","141.3","139.43","140.54","0.8","","137.25","133.05","65.49","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","140.43","140.75","138.73","139.11","-0.94","","137.47","133.19","59.85","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","139.07","139.69","137.46","138.18","-0.64","","137.65","133.38","56.44","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-21","solana","138.23","138.47","134.72","136.74","-1.08","","137.79","133.53","51.55","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-20","solana","138.66","139.64","138.53","139.64","0.71","","134.98","130.99","70.59","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-20","solana","139.69","141.7","139.65","140.82","0.81","","135.41","131.39","72.81","RSI Overbought (>70); Trend Up (SMA20>SMA50)"
"2025-04-20","solana","140.9","141.41","139.14","139.49","-1","","135.81","131.76","66.68","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-20","solana","139.51","139.61","136.21","136.21","-2.37","","136.12","132.07","54.5","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-20","solana","136.25","137.53","136.25","136.27","0.01","","136.22","132.32","54.67","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-20","solana","135.94","136.97","135.94","136.97","0.76","","136.41","132.57","56.62","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","134.08","134.25","133.4","133.98","-0.07","","131.33","128.2","60.18","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","134.06","138.78","133.79","138.77","3.51","","131.88","128.75","69.52","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","138.81","138.99","137.97","138.71","-0.07","","132.5","129.27","69.3","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","138.75","139.69","138.64","138.7","-0.04","","133.11","129.74","69.26","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","138.73","139.92","138.67","138.85","0.09","","133.81","130.18","69.54","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-19","solana","138.96","138.96","137.93","138.62","-0.24","","134.44","130.59","68.52","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","133.15","134.84","133.15","134.62","1.1","","130.34","125.96","63.3","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","134.68","135.52","134.02","134.64","-0.03","","130.51","126.27","63.33","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","134.45","134.67","133.58","134.67","0.16","","130.77","126.59","63.39","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","134.81","135.2","133.76","133.95","-0.64","","130.95","126.96","60.98","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","134.27","134.97","132.71","133.05","-0.91","","131.03","127.32","58.02","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-18","solana","133.01","134.22","132.99","133.93","0.69","","131.13","127.72","60.06","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-17","solana","132.59","133.22","131.2","131.48","-0.84","","129.54","N/A","60.55","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-17","solana","131.37","132.26","129.76","129.93","-1.1","","129.63","N/A","56.7","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-17","solana","129.93","134.83","129.92","134.21","3.29","","129.93","N/A","63.59","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-17","solana","134.2","134.66","132.78","133.16","-0.77","","129.99","N/A","61.02","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-17","solana","133.14","134.19","130.96","133.31","0.13","","130.06","124.8","61.26","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-17","solana","133.41","135.63","132.64","133.06","-0.26","","130.05","125.4","60.59","RSI Neutral; Trend Up (SMA20>SMA50)"
"2025-04-16","solana","127.91","128.39","126.3","126.3","-1.26","","130.11","N/A","51.58","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-16","solana","126.16","127.05","125.3","126.33","0.13","","129.89","N/A","51.64","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-16","solana","126.38","126.41","124.94","124.94","-1.14","","129.53","N/A","48.5","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-16","solana","124.83","126.11","123.93","126.11","1.03","","129.23","N/A","51.19","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-16","solana","126.15","129.1","124.95","128.65","1.98","","129.23","N/A","56.51","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-16","solana","128.55","132.42","125.93","132.42","3.01","","129.4","N/A","62.96","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","131.14","131.14","129","129.42","-1.31","","128.29","N/A","61.78","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","129.43","130.42","128.36","130.42","0.76","","128.78","N/A","63.22","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","130.51","132.01","129.99","131.43","0.7","","129.28","N/A","64.66","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","131.47","133.45","131.47","132.02","0.42","","129.87","N/A","65.52","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","132.09","133.85","129.91","129.91","-1.65","","130.17","N/A","59.94","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-15","solana","129.73","130.13","127.65","127.83","-1.46","","130.33","N/A","54.97","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-14","solana","128.13","129.39","125.8","128.23","0.08","","123.67","N/A","69.78","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-14","solana","128.22","134.29","128.2","131.86","2.84","","124.7","N/A","73.91","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-14","solana","131.7","133.97","131.7","131.97","0.21","","125.65","N/A","74.03","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-14","solana","132.1","133.75","131.93","133.29","0.9","","126.54","N/A","75.44","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-14","solana","133.44","134.19","128.75","128.75","-3.51","","127.15","N/A","62.8","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-14","solana","128.84","131.59","128.74","131.24","1.86","","127.81","N/A","66.15","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-13","solana","130.79","133.47","130.79","132.15","1.04","","119.52","N/A","80.96","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-13","solana","132.24","133.22","131.18","132.11","-0.1","","120.18","N/A","80.85","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-13","solana","131.86","131.86","128.37","128.52","-2.53","","120.66","N/A","71.6","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-13","solana","128.52","131.25","128.29","129.17","0.51","","121.36","N/A","72.22","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-13","solana","129.48","129.82","127.58","128.52","-0.74","","122.03","N/A","70.56","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-13","solana","128.65","131.91","128.26","128.26","-0.3","","122.75","N/A","69.86","RSI Neutral; Trend N/A (SMA50 missing)"
"2025-04-12","solana","120.71","122.24","120.16","121.39","0.56","","N/A","N/A","75.01","RSI Overbought (>70)"
"2025-04-12","solana","121.41","121.69","119.88","120.28","-0.93","","N/A","N/A","72.43","RSI Overbought (>70)"
"2025-04-12","solana","120.19","123.98","119.99","123.98","3.15","","N/A","N/A","75.47","RSI Overbought (>70)"
"2025-04-12","solana","124.06","125.06","124.06","124.62","0.45","","N/A","N/A","75.96","RSI Overbought (>70)"
"2025-04-12","solana","124.6","131.13","124.53","130.68","4.88","","116.87","N/A","80.05","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-12","solana","130.57","131.2","128.64","130.76","0.15","","118.24","N/A","80.1","RSI Overbought (>70); Trend N/A (SMA50 missing)"
"2025-04-11","solana","111.39","113.1","111.39","112.89","1.35","","N/A","N/A","N/A","N/A"
"2025-04-11","solana","112.77","115.46","112.25","115.43","2.36","","N/A","N/A","N/A","N/A"
"2025-04-11","solana","115.45","117.22","115.1","116.6","1","","N/A","N/A","N/A","N/A"
"2025-04-11","solana","116.52","118.93","116.51","117.96","1.24","","N/A","N/A","N/A","N/A"
"2025-04-11","solana","117.97","120.47","117.81","119.91","1.64","","N/A","N/A","N/A","N/A"
"2025-04-11","solana","119.82","121.52","118.92","120.59","0.64","","N/A","N/A","74.4","RSI Overbought (>70)"
"2025-04-10","solana","118.88","119.85","118.6","118.96","0.07","","N/A","N/A","N/A","N/A"
"2025-04-10","solana","119.05","119.06","114.88","115.19","-3.24","","N/A","N/A","N/A","N/A"
"2025-04-10","solana","115.22","116.78","115.08","115.08","-0.12","","N/A","N/A","N/A","N/A"
"2025-04-10","solana","114.93","114.95","113.56","113.81","-0.97","","N/A","N/A","N/A","N/A"
"2025-04-10","solana","113.84","114.94","109.92","109.96","-3.41","","N/A","N/A","N/A","N/A"
"2025-04-10","solana","109.81","111.25","108.85","111.25","1.31","","N/A","N/A","N/A","N/A"
"2025-04-09","solana","107.39","107.51","103.35","103.43","-3.69","","N/A","N/A","N/A","N/A"
"2025-04-09","solana","103.62","106.88","102.92","106.62","2.9","","N/A","N/A","N/A","N/A"
"2025-04-09","solana","106.47","119.68","106.47","118.85","11.63","Potential Buy Signal","N/A","N/A","N/A","N/A"
